,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
397,1864,0534125120,020,RL,78.0,11700.0,Pave,1,Lvl,1,Inside,1,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,912.0,912.0,GasA,1,Y,1,1152.0,0.0,0.0,1152.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,8,0.0,6,Attchd,1968.0,2,2.0,412.0,3,3,1,0.0,126.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2007,CWD,143450.0
398,37,0528108120,060,RL,102.0,12858.0,Pave,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,1,3,PConc,1,3,4,6,0.0,6,0.0,1590.0,1590.0,GasA,1,Y,1,1627.0,707.0,0.0,2334.0,0.0,0.0,2.0,1.0,3.0,1.0,1,10.0,8,1.0,2,Attchd,2009.0,1,3.0,751.0,3,3,1,144.0,133.0,0.0,0.0,0.0,0.0,5,NA,0.0,1,2010,New,376162.0
399,146,0535175070,020,RL,73.0,9300.0,Pave,1,Lvl,1,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,3,3,CBlock,3,3,4,4,697.0,6,0.0,571.0,1268.0,GasA,3,Y,1,1264.0,0.0,0.0,1264.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,2.0,2,Attchd,1960.0,3,2.0,461.0,3,3,1,0.0,0.0,0.0,0.0,143.0,0.0,5,NA,0.0,4,2010,WD ,167500.0
400,809,0906226080,090,RL,64.0,7018.0,Pave,1,Bnk,1,Inside,1,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,3,CBlock,2,3,2,1,1086.0,6,0.0,0.0,1086.0,GasA,3,Y,1,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2.0,2.0,3,6.0,8,2.0,3,Detchd,1979.0,3,2.0,528.0,3,3,1,120.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,153337.0
401,767,0904351200,070,RH,54.0,6629.0,Pave,1,Lvl,1,Inside,1,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,4,3,551.0,6,0.0,121.0,672.0,GasA,3,N,1,697.0,672.0,0.0,1369.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Detchd,1930.0,3,1.0,300.0,3,3,1,147.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,103600.0
402,262,0907200340,020,RL,75.0,10650.0,Pave,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,2,2,5,182.0,2,712.0,0.0,894.0,GasA,3,Y,1,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,0.0,6,Attchd,1976.0,3,1.0,308.0,3,3,1,365.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2010,WD ,128200.0
403,101,0533221090,160,FV,69.05520046484602,2117.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,2,3,PConc,2,3,4,1,378.0,6,0.0,378.0,756.0,GasA,1,Y,1,769.0,804.0,0.0,1573.0,0.0,0.0,2.0,1.0,3.0,1.0,2,5.0,8,0.0,6,Detchd,2000.0,3,2.0,440.0,3,3,1,0.0,32.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2010,WD ,177500.0
404,48,0528176070,060,RL,105.0,13650.0,Pave,1,Lvl,1,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,2,3,PConc,2,3,1,1,578.0,6,0.0,1093.0,1671.0,GasA,1,Y,1,1687.0,563.0,0.0,2250.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,1.0,1,Attchd,2002.0,1,3.0,756.0,3,3,1,238.0,130.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2010,WD ,320000.0
405,489,0528290180,060,RL,42.0,8433.0,Pave,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,2,3,4,1,683.0,6,0.0,111.0,794.0,GasA,1,Y,1,819.0,695.0,0.0,1514.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,8,1.0,3,Attchd,2000.0,1,2.0,394.0,3,3,1,0.0,72.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,190000.0
406,2369,0527451200,160,RM,21.0,1680.0,Pave,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,672.0,672.0,GasA,3,Y,1,672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,3,7.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,3,201.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2006,WD ,91500.0
407,707,0902202150,190,RM,50.0,6000.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,811.0,811.0,GasA,3,Y,2,811.0,576.0,0.0,1387.0,0.0,0.0,2.0,0.0,3.0,2.0,2,7.0,8,0.0,6,BuiltIn,1954.0,3,1.0,256.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,11,2009,WD ,93000.0
408,1556,0911102170,070,C (all),50.0,8500.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,3,4,BrkTil,3,3,4,6,0.0,6,0.0,649.0,649.0,GasA,3,N,1,649.0,668.0,0.0,1317.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Detchd,1920.0,3,1.0,250.0,3,4,3,0.0,54.0,172.0,0.0,0.0,0.0,5,NA,0.0,7,2008,WD ,40000.0
409,2034,0903454010,070,RM,60.0,6882.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,4,6,0.0,6,0.0,684.0,684.0,GasA,3,Y,1,773.0,582.0,0.0,1355.0,0.0,0.0,1.0,1.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,1,136.0,0.0,115.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,127000.0
410,308,0911204100,030,C (all),66.0,8712.0,Grvl,1,Lvl,1,Corner,1,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,4,6,0.0,6,0.0,756.0,756.0,GasA,2,Y,1,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,0.0,6,Detchd,1896.0,2,1.0,330.0,3,3,3,0.0,0.0,265.0,0.0,0.0,0.0,5,NA,0.0,6,2010,WD ,50138.0
411,2176,0908152070,020,RL,69.05520046484602,7917.0,Pave,2,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,2,CBlock,3,2,4,3,751.0,6,0.0,392.0,1143.0,GasA,3,Y,1,1113.0,0.0,0.0,1113.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,8,1.0,4,Attchd,1987.0,2,1.0,504.0,3,2,1,370.0,30.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2007,WD ,148000.0
412,1549,0910203020,030,RM,71.0,6900.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,4,2,403.0,4,125.0,212.0,740.0,GasA,1,Y,1,778.0,0.0,0.0,778.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,8,1.0,2,Detchd,1966.0,1,1.0,924.0,1,1,1,0.0,25.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2008,WD ,120500.0
413,909,0909178160,050,RL,60.0,9900.0,Pave,1,Lvl,1,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,778.0,778.0,GasA,3,Y,1,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,8,1.0,2,Detchd,1940.0,3,1.0,240.0,3,3,1,335.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,139500.0
414,892,0908154040,020,RL,86.0,13286.0,Pave,2,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,1,3,PConc,1,3,4,1,1234.0,6,0.0,464.0,1698.0,GasA,1,Y,1,1698.0,0.0,0.0,1698.0,1.0,0.0,2.0,0.0,3.0,1.0,1,8.0,8,1.0,2,Attchd,2007.0,1,3.0,768.0,3,3,1,327.0,64.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2009,WD ,320000.0
415,2045,0904100100,070,RL,107.0,12888.0,Pave,1,Bnk,1,Inside,1,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,4,2,288.0,6,0.0,717.0,1005.0,GasA,3,Y,1,1262.0,1005.0,0.0,2267.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,8,2.0,2,Attchd,1937.0,1,2.0,498.0,3,3,1,521.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2007,WD ,219000.0
416,2927,0923276100,020,RL,69.05520046484602,8885.0,Pave,2,Low,1,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,3,301.0,2,324.0,239.0,864.0,GasA,3,Y,1,902.0,0.0,0.0,902.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Attchd,1983.0,3,2.0,484.0,3,3,1,164.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2006,WD ,131000.0
417,1732,0528221030,060,RL,62.0,8857.0,Pave,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,738.0,738.0,GasA,1,Y,1,738.0,757.0,0.0,1495.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,1.0,2,Attchd,2006.0,2,2.0,440.0,3,3,1,100.0,30.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,New,171925.0
418,998,0527107090,020,RL,53.0,14137.0,Pave,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,2,3,4,1,450.0,6,0.0,898.0,1348.0,GasA,2,Y,1,1384.0,0.0,0.0,1384.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,1996.0,3,2.0,404.0,3,3,1,0.0,39.0,0.0,0.0,0.0,0.0,5,NA,0.0,11,2008,WD ,177900.0
419,2203,0909252170,070,RL,53.0,6720.0,Pave,1,Lvl,1,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,585.0,585.0,GasA,3,N,1,851.0,585.0,0.0,1436.0,0.0,0.0,1.0,0.0,3.0,1.0,3,7.0,8,1.0,2,Detchd,1992.0,3,1.0,228.0,3,3,1,184.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2007,CWD,141500.0
420,356,0527162120,060,RL,60.0,7500.0,Pave,1,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,1,476.0,6,0.0,476.0,952.0,GasA,2,Y,1,952.0,684.0,0.0,1636.0,1.0,0.0,2.0,1.0,3.0,1.0,3,7.0,8,1.0,3,Attchd,1998.0,1,2.0,440.0,3,3,1,0.0,84.0,0.0,0.0,0.0,0.0,5,NA,0.0,10,2009,WD ,191000.0
421,2475,0531375100,020,RL,63.0,13072.0,Pave,1,Lvl,1,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,2,3,4,2,941.0,6,0.0,217.0,1158.0,GasA,1,Y,1,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,1.0,2,5.0,8,0.0,6,Detchd,2006.0,3,2.0,576.0,3,3,1,0.0,50.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2006,New,158000.0
422,2264,0916386170,020,RL,67.0,10656.0,Pave,2,HLS,1,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,2,3,PConc,2,3,2,6,0.0,6,0.0,1638.0,1638.0,GasA,1,Y,1,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,8,1.0,2,Attchd,2007.0,2,3.0,870.0,3,3,1,192.0,80.0,0.0,0.0,0.0,0.0,5,NA,0.0,11,2007,New,248900.0
423,2201,0909252010,050,RL,60.0,7200.0,Pave,1,Lvl,1,Corner,1,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,3,3,BrkTil,2,3,4,2,569.0,6,0.0,162.0,731.0,GasA,1,Y,1,981.0,787.0,0.0,1768.0,1.0,0.0,1.0,1.0,3.0,1.0,2,7.0,8,2.0,3,Detchd,1939.0,3,1.0,240.0,3,3,1,0.0,0.0,264.0,0.0,0.0,0.0,5,NA,0.0,6,2007,WD ,175000.0
424,2545,0534400120,190,RL,80.0,8800.0,Pave,1,Lvl,1,Inside,1,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,3,2,PConc,3,3,3,2,901.0,3,252.0,34.0,1187.0,GasA,1,Y,1,1565.0,0.0,0.0,1565.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,7,2.0,3,Attchd,1965.0,2,1.0,299.0,3,3,1,200.0,25.0,211.0,0.0,0.0,0.0,5,Shed,460.0,6,2006,WD ,185900.0
425,2660,0902325050,075,RM,60.0,10800.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,3,4,390.0,6,0.0,490.0,880.0,GasW,4,N,1,880.0,888.0,0.0,1768.0,0.0,0.0,1.0,1.0,2.0,1.0,3,6.0,8,2.0,3,Detchd,1914.0,3,2.0,320.0,3,3,3,0.0,341.0,0.0,0.0,0.0,0.0,5,NA,0.0,10,2006,WD ,163000.0
426,2882,0911175440,190,C (all),50.0,9000.0,Pave,1,Lvl,1,Inside,1,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,4,CBlock,3,3,3,6,0.0,6,0.0,660.0,660.0,GasA,3,N,1,1060.0,336.0,0.0,1396.0,0.0,0.0,2.0,0.0,4.0,2.0,3,8.0,6,0.0,6,Attchd,nan,3,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,10,2006,WD ,115000.0
427,1379,0905103030,080,RL,80.0,13014.0,Pave,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,2,2,528.0,6,0.0,480.0,1008.0,GasA,3,Y,1,1096.0,0.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,1.0,4,Attchd,1978.0,3,2.0,484.0,3,3,1,168.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,12,2008,WD ,157500.0
428,491,0528292030,060,RL,69.05520046484602,15896.0,Pave,3,Lvl,1,CulDSac,1,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,3,PConc,2,3,4,2,913.0,6,0.0,264.0,1177.0,GasA,1,Y,1,1223.0,1089.0,0.0,2312.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,8,1.0,3,BuiltIn,1999.0,1,3.0,658.0,3,3,1,298.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2009,WD ,245000.0
429,1002,0527140090,120,RL,41.0,5395.0,Pave,2,HLS,1,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,2,3,4,1,733.0,6,0.0,604.0,1337.0,GasA,2,Y,1,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,8,1.0,3,Attchd,1993.0,2,2.0,462.0,3,3,1,96.0,0.0,70.0,168.0,0.0,0.0,5,NA,0.0,10,2008,WD ,180000.0
430,1848,0533223050,160,FV,69.05520046484602,5105.0,Pave,3,Lvl,1,FR2,1,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,2,3,4,1,239.0,6,0.0,312.0,551.0,GasA,1,Y,1,551.0,551.0,0.0,1102.0,0.0,0.0,2.0,1.0,2.0,1.0,2,4.0,8,0.0,6,Detchd,2004.0,3,2.0,480.0,3,3,1,0.0,60.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,148800.0
431,1455,0907251090,060,RL,75.0,9473.0,Pave,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,1,804.0,6,0.0,324.0,1128.0,GasA,1,Y,1,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,8,1.0,2,Attchd,2002.0,2,2.0,577.0,3,3,1,0.0,211.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2008,WD ,237000.0
432,908,0909175080,030,RL,60.0,8400.0,Pave,1,Bnk,1,Inside,1,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,4,4,4,290.0,6,0.0,0.0,290.0,GasA,3,N,3,438.0,0.0,0.0,438.0,0.0,0.0,1.0,0.0,1.0,1.0,4,3.0,8,0.0,6,Detchd,1930.0,3,1.0,246.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,1,2009,WD ,60000.0
433,1490,0908103260,085,RL,64.0,12102.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,2,2,1,2,456.0,6,0.0,0.0,456.0,GasA,1,Y,1,1033.0,0.0,0.0,1033.0,0.0,1.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,BuiltIn,1976.0,2,2.0,504.0,4,3,1,224.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2008,WD ,165000.0
434,1465,0907262060,060,RL,41.0,10905.0,Pave,3,Lvl,1,CulDSac,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,1129.0,1129.0,GasA,1,Y,1,1129.0,1198.0,0.0,2327.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,8,1.0,2,BuiltIn,2003.0,2,2.0,596.0,3,3,1,0.0,57.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2008,WD ,240000.0
435,1627,0527163080,020,RL,69.05520046484602,9556.0,Pave,2,Lvl,1,Corner,1,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,2,3,4,6,0.0,6,0.0,1168.0,1168.0,GasA,2,Y,1,1187.0,0.0,0.0,1187.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,1992.0,2,2.0,420.0,3,3,1,0.0,21.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,WD ,160000.0
436,2849,0909201180,190,RH,58.0,6430.0,Pave,1,Bnk,1,Corner,1,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,3,780.0,6,0.0,0.0,780.0,GasA,3,N,3,816.0,524.0,0.0,1340.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Attchd,1945.0,3,1.0,440.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2006,WD ,128000.0
437,1501,0908201100,090,RL,65.0,6040.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,3,3,4,1,0.0,6,0.0,0.0,0.0,GasA,3,N,4,1152.0,0.0,0.0,1152.0,0.0,0.0,2.0,0.0,2.0,2.0,4,6.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2008,WD ,82000.0
438,626,0535125070,020,RL,80.0,14695.0,Pave,2,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,2,CBlock,3,3,4,2,1387.0,6,0.0,175.0,1562.0,GasA,2,Y,1,1567.0,0.0,0.0,1567.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,8,2.0,2,Attchd,1966.0,3,2.0,542.0,3,3,1,0.0,110.0,0.0,0.0,342.0,0.0,5,NA,0.0,7,2009,WD ,256000.0
439,722,0902401130,070,RM,50.0,9000.0,Pave,1,Lvl,1,Inside,1,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,3,4,2,624.0,6,0.0,26.0,650.0,GasA,1,Y,1,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,3.0,1.0,3,7.0,8,0.0,6,Detchd,1930.0,3,2.0,324.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,143000.0
440,2260,0916384050,020,RL,67.0,8368.0,Pave,2,HLS,1,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,1689.0,1689.0,GasA,1,Y,1,1689.0,0.0,0.0,1689.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,2007.0,1,2.0,433.0,3,3,1,100.0,39.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2007,New,231713.0
441,1639,0527226040,190,RL,195.0,41600.0,Pave,2,Lvl,1,FR2,1,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,2,1047.0,6,0.0,53.0,1100.0,GasW,3,Y,1,1424.0,0.0,0.0,1424.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,5,0.0,6,2Types,1969.0,3,3.0,828.0,3,3,3,144.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,11,2007,WD ,155000.0
442,1603,0923252100,020,RL,59.0,6490.0,Pave,1,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,3,3,4,1,534.0,6,0.0,282.0,816.0,GasA,1,Y,1,816.0,0.0,0.0,816.0,0.0,1.0,1.0,0.0,2.0,1.0,3,4.0,8,0.0,6,Attchd,1983.0,3,1.0,264.0,3,3,1,315.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2008,WD ,128500.0
443,1520,0909177120,030,RL,60.0,7290.0,Pave,1,Lvl,1,Corner,1,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,1228.0,1228.0,GasA,1,Y,1,1424.0,0.0,0.0,1424.0,0.0,0.0,2.0,0.0,2.0,1.0,3,7.0,8,1.0,2,Attchd,1921.0,3,1.0,312.0,3,3,1,0.0,0.0,90.0,0.0,0.0,0.0,5,NA,0.0,4,2008,WD ,168000.0
